category,gauss,random
C,0.9013978576249969,7
A,0.8998026792917603,7
A,0.31604131064130137,0
D,0.6433215302924469,8
A,0.7280168443941556,2
A,0.37683715969030085,9
D,0.1035951637816267,2
B,0.45746655488131005,5
B,0.40376934139976206,8
A,0.8362551238323386,6
C,0.5937199325101158,9
A,0.029280064126922634,6
A,0.5497548899311138,4
D,0.2891125018937003,0
A,0.9474733070730235,2
A,0.8690680876334737,5
A,0.9263795344861026,2
D,0.2653056915642428,1
A,0.8521536848525569,6
D,0.45196869257485306,8
A,0.045002153019889524,3
D,0.023516928179740604,0
B,0.1737172504610076,2
A,0.5152561351211546,7
B,0.41869068886341676,6
A,0.43415611464437764,9
A,0.6863537362877864,4
A,0.7498246477804615,1
B,0.6829535600120932,9
A,0.05313791955471059,8
A,0.053982050721808506,3
B,0.617411345868999,0
B,0.048106995683021125,7
A,0.17010318390855172,0
D,0.4928317564917448,6
A,0.7050496287301639,4
B,0.9269875092519039,9
B,0.36085915760682674,7
B,0.8252965663551792,0
A,0.40734898657040297,7
B,0.377394147047326,6
B,0.9997403187976803,7
D,0.6047140838173656,2
D,0.7662140754856024,7
A,0.8648036766805395,6
B,0.49190707427228697,8
B,0.4772227245027645,3
A,0.21881694228869597,4
A,0.8096355697772022,8
A,0.7107285019575836,3
D,0.22394453999853436,0
D,0.3546339529275514,1
C,0.9894568423191517,0
A,0.16403074229099246,7
B,0.11904862656719783,0
B,0.06904773533327457,3
D,0.9415292412807602,2
B,0.9371016150354987,9
A,0.9735424219855163,7
B,0.5781086587926078,4
B,0.19412021217947273,8
B,0.8031376349976385,6
B,0.31102033294984566,9
A,0.44677936791454365,3
A,0.6963428670429341,8
A,0.7253974502943452,8
D,0.32961452540131597,5
D,0.7391393873614809,6
A,0.8870951181272472,6
A,0.5693979435909885,2
A,0.878528730704676,4
B,0.7174339911560218,6
A,0.05889750928667348,5
B,0.6493732676574353,9
A,0.5736815737593828,6
D,0.6840580998250566,2
A,0.4633069794816592,3
D,0.47040324594360183,4
B,0.2883416400210743,7
A,0.030623319780805458,0
A,0.2634573615610041,0
A,0.7254189831328539,3
C,0.5229373592390621,7
D,0.2936689962591579,2
B,0.3251509262114669,2
A,0.16119793244612535,4
B,0.7838570295349668,2
B,0.44424936827016726,8
B,0.7135235357620459,9
A,0.8145822383961453,9
A,0.18548174855017485,6
A,0.7900683592699818,9
D,0.08604040759364595,8
D,0.995554370719271,8
A,0.8847989436801317,6
C,0.8709934686322409,3
A,0.9245406038330077,8
B,0.26187573661657415,7
D,0.46359542225444605,2
C,0.2205739064931168,5
D,0.7764637103459103,7
B,0.5968571006729287,9
A,0.29728520308091855,7
D,0.36263524760371113,5
A,0.3707457437606494,3
B,0.10380725581060857,5
B,0.5540091028186314,1
A,0.3570818261460671,2
B,0.7085314982600704,7
A,0.09897910157403489,9
D,0.27675138103469965,5
B,0.3044724079521679,4
B,0.11422474383138692,5
B,0.7954099973427483,0
C,0.675942721036844,9
B,0.3895279933972544,4
A,0.9475833614177459,9
A,0.9798743571796171,1
A,0.21257305120156933,4
A,0.6114849075139829,6
A,0.6600960992214228,2
A,0.3983721511394013,4
A,0.12444952545617705,1
A,0.0883280255093416,7
A,0.2867353863356472,0
A,0.2251443126190097,7
C,0.4230622963832056,2
A,0.48561321393363577,0
A,0.328438147838895,7
A,0.6734032643654606,4
B,0.6179446106664064,6
A,0.24558111347114464,5
D,0.5659494939419446,6
A,0.008787257275279847,9
A,0.6585585937903115,5
A,0.7673934883297611,7
D,0.13185663612815446,2
C,0.7352986925843683,4
D,0.020929126627164396,6
A,0.02284245830558007,0
A,0.649892067878689,1
A,0.20506554139909805,6
B,0.9291599226170167,1
D,0.35638123319511195,2
A,0.5682736885563632,4
A,0.20946580410441784,9
C,0.16626069591135262,7
A,0.8405881217362567,8
A,0.7931300544453476,0
A,0.1484484926978743,4
A,0.9441965870230856,8
B,0.8361638855711632,0
A,0.4874751519745314,0
A,0.14865753598212694,3
B,0.5162384287946499,0
B,0.05556293432469828,2
B,0.8223123207038201,4
A,0.44554525178062243,9
A,0.21590572954841558,0
A,0.9876945270689426,3
B,0.6036579543868323,3
A,0.02981591813205231,6
D,0.10867367570200315,2
A,0.16585819950491376,9
A,0.3739975907360815,4
C,0.0755131656767265,9
A,0.6308797976023575,7
B,0.1971940403670447,1
C,0.013980747000136517,6
A,0.2697072928721954,1
C,0.5057355770907158,1
B,0.05157096111391035,8
A,0.5251981211373628,3
A,0.4751763096615772,6
A,0.4300678523692395,8
A,0.7105904484557837,4
A,0.2541366566379728,2
A,0.026590065097623072,5
A,0.6390055826460557,5
A,0.7967934739205049,4
A,0.17290568531517347,9
A,0.5636071951308254,6
D,0.12669984243056642,1
B,0.7811045628781762,5
C,0.5117782886535104,0
D,0.5102793236188777,7
C,0.19292337586384622,7
D,0.3038377264401625,5
B,0.21809908842675219,8
D,0.518517958449196,2
D,0.15823231888531808,9
C,0.49965038433124176,8
A,0.43514100389643173,3
A,0.9565568522827413,6
D,0.8234969620240965,0
B,0.4945701681155753,5
C,0.2852714167943824,4
B,0.7071929082685539,3
A,0.5448447685839466,4
A,0.6561365945467493,5
A,0.6884750626278638,3
A,0.28408038701228944,1
A,0.5260460340456214,5
A,0.000244545993702161,7
B,0.5303645009154413,8
C,0.8395214366718354,7
C,0.6228300949268041,0
B,0.841650066278919,1
A,0.33070998893610093,5
C,0.9138342135104994,2
B,0.8964029654442269,1
B,0.2008412595806518,6
A,0.5130055630723807,1
A,0.9372089365014332,6
A,0.021104923562547007,3
A,0.4607486698749308,2
C,0.28912995810302977,8
D,0.8109515878532335,0
A,0.06877197091241749,4
B,0.2536821897184608,4
C,0.3928317515243117,6
B,0.6791346557198745,2
A,0.23432801754937793,3
A,0.01944696020351755,3
A,0.5162048485400942,3
C,0.9669874550378362,5
C,0.360140127599914,3
A,0.03883425097463955,1
A,0.6381802859288463,8
A,0.36032041066833764,0
B,0.9536503874099802,3
D,0.530454744286448,6
C,0.5861586712649931,0
C,0.7268535763901788,5
C,0.5713523211505714,8
A,0.9967561934935688,8
A,0.29989401694976614,6
A,0.9472692379215577,8
B,0.731155139180012,2
A,0.17510067404382246,0
A,0.16859206510163172,7
B,0.6563044856151947,4
B,0.9559516812340436,5
B,0.8777865327459803,0
D,0.9150303975092478,0
A,0.21157159096886902,4
A,0.11166233703009809,0
B,0.43508628980186126,1
D,0.00011583311183005485,2
A,0.5507234483468765,4
B,0.14068355890696826,6
B,0.8252946281839999,2
A,0.7671998418508276,7
B,0.268679165610337,6
B,0.6081417446428253,3
B,0.999524143603207,1
D,0.11964038268805144,4
B,0.08139272077121296,6
D,0.5455449831274422,1
B,0.35595327493332796,2
A,0.4163244450947594,0
A,0.3550306054435327,0
A,0.24890842290061344,0
B,0.639914163071536,8
A,0.25431603485318666,5
C,0.5943712100824604,2
B,0.4690728948751186,7
B,0.5339586483609856,1
A,0.6592087025895388,5
A,0.3811983096019762,7
C,0.059120538554015334,8
B,0.22638593314844324,7
B,0.25391791162364474,6
D,0.16953241575802258,1
A,0.2343589882128695,7
C,0.09277939866604279,7
C,0.3681734476912728,3
A,0.20344804499025693,1
C,0.2840919663600654,1
A,0.5969327191620759,6
B,0.936365207318884,6
A,0.08288089703931034,5
A,0.9893263679405023,0
C,0.3662331808964209,8
A,0.8603245916509253,2
B,0.5022539579345945,4
D,0.5275113454071129,4
A,0.5233514123887991,7
D,0.9385566782492661,6
B,0.23397625249330556,8
A,0.3068486958909956,0
A,0.4284768247848757,7
D,0.010967733298817284,4
A,0.079411273398999,7
B,0.9187816159770238,4
D,0.08856846868846324,5
A,0.9815971337558083,6
B,0.7585107668050327,4
A,0.8099551070532438,3
A,0.49108566557669486,8
A,0.6750469592734556,8
A,0.6089541863448042,8
A,0.8837934680330238,7
A,0.7360762404043346,1
B,0.2685194795510204,6
C,0.8834846482198566,4
B,0.36071253825217564,9
C,0.4206314910050015,5
D,0.7412365623092055,3
A,0.590999259569359,1
A,0.16916686592960883,2
B,0.8692726814390793,0
D,0.9242004235152814,2
A,0.4676345522522106,1
C,0.23209199343884457,7
A,0.8144691995776506,3
B,0.511202162199987,3
A,0.038125360101794015,7
A,0.2902776763745698,0
B,0.8746615466232504,3
A,0.6987288313670543,1
A,0.9965338564083248,2
A,0.8348540071493054,6
B,0.03220426777090357,3
C,0.005461904995764155,3
B,0.43440655454533394,7
C,0.1444992908114876,8
C,0.3877146707987206,5
A,0.905630360892666,4
D,0.7258782165990072,6
A,0.031119578354344535,1
A,0.21083950247716188,3
A,0.2970735916949584,1
A,0.9194372968473961,8
A,0.9856206556707614,5
B,0.48987968375969604,3
C,0.11152310234812679,2
A,0.37972048569522987,9
A,0.6625477424364038,3
A,0.6981804385581067,4
A,0.18750533978415307,3
A,0.5065668177823263,0
C,0.24401728133934375,3
A,0.7011249723406414,6
C,0.9863395568474518,8
A,0.8338230737623478,4
B,0.8108203173486694,4
A,0.22291376737262336,5
B,0.8989334024980078,4
C,0.6773057405122686,2
B,0.712013268251209,0
A,0.8507592682518318,4
B,0.14639443694129095,9
C,0.38813349119031315,1
C,0.7591398856129867,7
A,0.8067495201512724,6
A,0.5303170468137197,7
A,0.20108116483870142,4
A,0.9012034987811185,8
A,0.13565431481204016,0
B,0.799608761032259,0
A,0.32852577447547904,1
C,0.915507143348857,6
B,0.21544406990962217,2
A,0.3699897896315938,5
A,0.09940966971189402,8
C,0.9421161897825558,5
C,0.015693514813624132,0
C,0.5547961582890433,9
B,0.03612067946838193,2
A,0.4809251394677875,3
B,0.9249311876522097,1
A,0.06506903181538404,1
D,0.8163794181365898,5
D,0.5206027359875969,6
A,0.6010807964237252,7
A,0.13603609000311878,4
A,0.7990868157697257,8
B,0.4513905868858379,3
A,0.6981391316553673,0
C,0.14554702418991217,0
A,0.8041854046856901,7
B,0.08709636286552691,0
B,0.00871103336342094,2
A,0.9911926492871213,5
A,0.7355738206780439,6
A,0.7665394130252331,9
A,0.5430339075191352,5
A,0.16704663445816514,8
A,0.929043510422334,6
A,0.0507452612803021,8
C,0.5220232007951977,7
B,0.1530507725740191,8
B,0.43062738862513816,3
A,0.9207041140381081,3
B,0.9231442793988023,1
A,0.7007177072887448,7
A,0.03520342839919954,9
A,0.7647942575572965,6
D,0.1056321836058407,4
A,0.2743927989762516,1
A,0.048148574877637906,0
A,0.13008354090062224,9
A,0.8935175810670722,2
B,0.5767077425157283,1
B,0.13561004006693134,0
B,0.8848902574789713,1
B,0.9568825284656334,8
A,0.07036320740474589,0
B,0.30738171757677846,3
C,0.26394980709870075,4
B,0.6689105984726238,8
A,0.25558820648971114,1
A,0.34252759520471054,4
B,0.3654804496331231,0
A,0.9175046991611597,8
A,0.22757813909313773,9
D,0.8438809916492462,0
A,0.6152512619605082,4
B,0.3719538906909484,1
A,0.6743595299293939,3
A,0.6972520149752504,8
A,0.361586486733647,5
A,0.4044948093443327,9
D,0.9828049022023342,8
B,0.9011037542165116,6
A,0.7973370827355867,5
A,0.7580709630042973,3
A,0.14706675626444043,9
C,0.24624193746021394,8
D,0.2790425209785641,8
B,0.4292033126044883,3
A,0.6259764509827517,2
A,0.7648547955093642,8
A,0.789593540037746,8
A,0.9616229999363608,8
A,0.01506481970728768,7
D,0.27653418176276434,9
D,0.7866467504371828,5
C,0.9896833442548497,0
D,0.3472038507586577,9
A,0.4775079009580513,2
A,0.6539839189879018,3
B,0.41026067919961107,3
B,0.1454796312490979,5
C,0.5935779926320921,4
A,0.7189281141909275,8
A,0.021362885410572297,6
B,0.616265955041261,5
C,0.20301736424352335,2
A,0.7126373478550557,8
A,0.14190397260607923,3
B,0.6825804740122614,1
A,0.2343993294349087,8
A,0.2827408352471873,5
A,0.4120680255620395,0
A,0.5561876712311036,5
A,0.44785621705576983,4
A,0.2384046354901268,0
A,0.673717497850534,4
A,0.6743926007966955,7
B,0.5228283367388599,2
A,0.06876828149012881,7
B,0.18688651297913828,1
A,0.9194766870106597,5
A,0.5590877041999128,2
C,0.30582977222571806,2
D,0.6087033459859821,8
A,0.12409840383969983,3
A,0.8738345524247692,2
D,0.6073159379614729,3
C,0.3830251384404334,6
A,0.23092303279339088,6
A,0.6899814482040184,5
A,0.9742795661560194,5
D,0.269397173565987,2
A,0.11875100262876204,3
B,0.8480658450016368,9
B,0.9497114581076035,5
A,0.18136188381271312,9
B,0.9836952975563873,0
A,0.6058331658803263,0
A,0.5343575030435631,5
D,0.3524131295986065,3
A,0.3154632012536436,8
D,0.08283001255939204,0
A,0.9253163470365797,1
B,0.9680368867669354,1
A,0.9473621287266821,8
A,0.9981616277361541,5
B,0.8242306468713558,3
C,0.5014830013681841,8
B,0.12464506105732731,0
B,0.6712857399432124,7
A,0.6188656099002949,9
B,0.07194422035482007,0
B,0.12400025642496038,7
D,0.7680118287205511,2
A,0.3472399190149047,2
A,0.0824799957351664,3
B,0.14991995401769964,4
C,0.7952514440218785,4
D,0.8657548518900458,0
B,0.95628829862614,9
A,0.10839111300773485,7
D,0.3317895957685363,6
A,0.17329109561531963,7
B,0.20027290185629232,4
C,0.3368258880236512,8
A,0.2644357335097335,9
B,0.7931829331063862,8
A,0.34508529646077124,2
A,0.8349682957203772,7
B,0.3959426850634641,2
B,0.5960047061789906,3
B,0.18818850833465084,3
B,0.8045444967035401,0
A,0.49189671600798324,4
B,0.8627870150392337,4
D,0.23945554598805452,8
C,0.920407967808306,2
A,0.6994999013713245,1
A,0.959140309352133,7
A,0.5702525643481683,0
D,0.7575437346765295,5
A,0.06539855857926336,8
B,0.07196413078599706,0
A,0.8654731302947465,4
B,0.45704176171726896,0
A,0.6802240119518422,2
A,0.9787767431314254,5
B,0.20419305218283246,3
A,0.9096463132351319,3
A,0.7181120986752721,8
A,0.5400075131929404,1
A,0.5155483700298494,0
B,0.5435351927904342,3
A,0.6211924413717786,4
B,0.4470926407641095,1
A,0.17033744285455266,7
A,0.44572065837621466,6
B,0.9404170885584459,4
A,0.4192941164212872,9
D,0.5411826273906385,1
D,0.4881468980566236,5
A,0.2986182633355998,2
A,0.7531879118000578,1
A,0.5381152455188947,2
A,0.7965237432020262,4
B,0.03616558801771885,9
A,0.42389173792109625,6
D,0.0434771836170561,2
B,0.186382017479221,3
A,0.9124394651010163,4
A,0.1142199978386359,4
B,0.8585303692325597,1
A,0.7812100051453991,3
B,0.8693633322725475,3
A,0.7317916934865648,1
D,0.24189243641952118,9
C,0.11210901867472522,7
A,0.27104995626845674,5
B,0.6422550191655656,9
A,0.18458284201027697,6
C,0.6955258454680616,2
A,0.9923953279147839,2
C,0.8779455066272884,3
A,0.588868677214703,3
B,0.20288205559615646,4
D,0.09338626396125949,8
D,0.2210687301455091,6
A,0.9825095221497431,1
C,0.9883585896494738,9
C,0.34612380061652936,2
C,0.13353951697541366,6
A,0.029957076154066842,6
B,0.11839327833102653,1
A,0.9962883596551539,1
A,0.8691132083067915,7
B,0.8490938274311537,4
A,0.032769793268915604,4
D,0.24727719947503224,0
C,0.945761261597411,7
A,0.8171269683759029,3
A,0.4404769089728764,5
A,0.4844791132843882,4
C,0.7442729815293047,8
A,0.7986493084011476,0
C,0.36553035966238345,8
A,0.5558895509397692,6
A,0.3367103762105016,6
A,0.7044409479664665,9
C,0.6814481105734314,0
A,0.7308405170283532,2
A,0.780473216727153,9
B,0.3155160816522474,6
A,0.03185954726692042,4
B,0.328283367144686,6
B,0.09770667340750483,3
B,0.05713402193610306,2
A,0.1532226160879061,6
D,0.3255024013316089,6
A,0.2553457453329132,7
A,0.29362714303566817,4
D,0.6268019491595693,1
A,0.9330723823563654,9
A,0.2463224200308083,9
A,0.30105786432529236,3
A,0.9579597061172955,1
A,0.9090717585156469,4
A,0.15517034987635736,7
B,0.5155321366164652,5
A,0.20013755981631876,0
A,0.7622477193118047,0
B,0.1725307586920919,1
A,0.706882754986472,2
A,0.24199729564850292,0
B,0.1466647771549302,5
A,0.2899548193880578,3
C,0.05415306820058341,7
D,0.932573202227607,9
A,0.829941555342961,6
B,0.2981871755669533,1
A,0.937809401599893,8
A,0.6785474187353171,5
A,0.411399566833864,2
B,0.6827676752391204,0
C,0.1243320693325971,9
B,0.1368786666107229,9
A,0.38215175685470204,2
A,0.4846509460263948,7
B,0.5086347707958746,1
A,0.759992439519661,5
C,0.2306752568427919,7
B,0.7196332426048184,7
B,0.6966542548706272,9
A,0.8195406220183561,8
B,0.46555685335118313,5
A,0.09417233730857255,5
A,0.3348857284496438,4
C,0.66129827093292,8
A,0.8121628187553398,2
C,0.1813097424054294,8
C,0.5471016926111658,0
C,0.5574606258837271,4
B,0.9897156781278672,8
D,0.6325810755778649,0
A,0.980949518978371,5
B,0.4899152020825799,8
A,0.7233578561555815,4
A,0.16173907111335895,6
A,0.39223906023507904,1
A,0.6820592827053172,6
B,0.7059324855055402,7
A,0.11472153341692026,1
B,0.8019598146639773,3
C,0.6828579912947691,3
B,0.8955464458064339,9
C,0.7482815169408753,4
B,0.608104709907734,2
C,0.7627070661211757,2
C,0.7369442821364908,6
A,0.4100648245807613,5
A,0.2667303234851547,8
A,0.7365637170353825,5
B,0.8612687204960369,5
A,0.6404051347032174,6
C,0.09774322779091649,4
A,0.3778326005504571,1
C,0.7998894439181149,4
A,0.6089966411589004,2
A,0.7847371713090259,4
B,0.8112526704376815,0
A,0.8177828576718082,2
A,0.49647307954296915,4
A,0.5909540554454911,1
A,0.47081844952224494,0
B,0.9185507395824867,5
B,0.7657380580224057,4
A,0.19093627950352154,0
C,0.6212214828648048,6
C,0.935528296088852,5
A,0.5899183329274024,3
A,0.07817604143873458,6
C,0.15485536171569014,7
D,0.5885940525645837,5
A,0.6249640164877512,1
A,0.6579746062087438,7
C,0.7586244408620394,2
B,0.7925565210992017,8
B,0.4181218283499506,5
C,0.9969953859542555,1
B,0.4886442697689315,3
D,0.6287164510696567,8
D,0.3585189081032447,2
A,0.7138900491823035,7
B,0.5209056347324752,2
B,0.90112664460852,0
D,0.3570465350668588,6
A,0.16964625744639716,1
B,0.25170393881929287,5
B,0.032138234652483444,0
D,0.9414135561623618,4
A,0.7714982316754501,5
A,0.04200778569329955,8
A,0.9150739171596391,0
C,0.07739521359126666,8
B,0.3137253710708755,1
D,0.46097223847340074,2
A,0.27481851226404397,6
B,0.8367978724678095,6
D,0.1304524247965675,3
A,0.7166700288466941,4
A,0.9240450616933829,9
B,0.9743816087093379,8
D,0.8559880620874009,4
A,0.1761249656709306,8
B,0.5897184947312353,5
A,0.7255123392268031,9
A,0.4231039504380022,1
B,0.5816439500265569,3
B,0.21058216100231053,9
A,0.8162434982318532,7
B,0.3145249486602213,9
A,0.3367769125740442,3
A,0.741345221888839,2
A,0.0635423295490497,0
B,0.07087218574040288,7
A,0.4343527892497072,7
A,0.778374375975732,4
D,0.22562138224305806,3
B,0.7041067157652685,1
A,0.2444635118312779,8
A,0.361968716477333,0
A,0.3603409690117163,4
A,0.7359645416554129,5
D,0.8789948891820728,5
D,0.7717077314256688,8
B,0.862640582911681,4
A,0.0036258578447262435,1
D,0.41631936224476673,4
A,0.13715629419821318,0
C,0.1599227732297983,8
A,0.8282059638559945,0
A,0.595628446564954,3
D,0.748674078247383,9
B,0.4122315156668339,6
C,0.921719501947634,6
A,0.850356429100213,0
A,0.7603286720772905,9
B,0.6381549516118727,4
C,0.39622802897387166,2
D,0.864466662525509,3
B,0.7353314337432029,9
B,0.4922478563167293,8
B,0.1384609040780731,2
A,0.7763758549399238,6
A,0.5310280363478382,6
A,0.31425989056765524,5
D,0.14770128152326234,5
A,0.6313736870581458,7
A,0.5840841461794216,1
D,0.17969357407250586,9
A,0.19529988015662136,7
C,0.4709126715555767,8
C,0.9844805634558728,2
A,0.06083155442618415,8
B,0.9155399597912439,4
B,0.3971175396942249,4
B,0.9486952254073545,7
C,0.09710170371142257,7
A,0.7784559549561163,0
C,0.4174827101047074,1
B,0.9801869324622392,3
A,0.9035037256595095,4
A,0.02524831586615761,2
A,0.47416407537877925,3
B,0.23811326334412153,7
D,0.1812916262866605,1
A,0.05486268869675737,1
C,0.44242451682554396,0
B,0.49146599983792627,8
B,0.43137162620696934,2
C,0.92814720499375,7
A,0.5853899740606908,3
C,0.6906461011310144,7
A,0.2629043125334626,9
A,0.19972942927695858,1
B,0.6158212756058892,4
A,0.6908062123990573,3
A,0.9769192891929636,9
B,0.8556743329354527,9
A,0.12440139774554071,2
A,0.056168419113170165,5
D,0.60444556860942,2
A,0.4557475217416055,1
A,0.6311701476302641,8
B,0.8086221306443329,3
A,0.9401567637655627,9
A,0.3545413831761435,6
B,0.011891621723100432,9
B,0.9106609917259546,7
A,0.13166508669530574,6
A,0.6347172314717815,8
C,0.17659100376332593,3
D,0.34159085751185936,5
B,0.24050494387912202,3
A,0.1387812240363312,4
B,0.869430327831285,3
D,0.6379377570222794,2
C,0.7350874544814782,0
A,0.04091494215734637,2
A,0.7236202338975088,2
A,0.6784151942087482,8
A,0.3615422307062215,6
B,0.5442154766658392,5
A,0.28212249726667316,9
A,0.7074351180682587,6
A,0.20472582219140045,2
B,0.997452856671212,0
B,0.8867418219956076,2
D,0.2625122172434968,1
C,0.14555669875908184,7
B,0.7007905347589515,8
B,0.4672443372037013,4
D,0.81832254786105,6
A,0.8387444144084006,6
B,0.21261617178428605,2
A,0.5138435546176181,3
B,0.9895626651121952,5
A,0.16225265322389237,8
C,0.9537605052505946,2
A,0.6888500653315228,8
D,0.765695406008636,4
C,0.4479466819394273,0
B,0.8184126072315148,3
A,0.47332184696129853,8
A,0.9484824277692119,8
B,0.16819043238291942,3
A,0.8014653526836614,2
B,0.8106028186675861,2
A,0.12799637347595905,6
A,0.15593704475229908,7
A,0.8712454222859113,0
D,0.02461205729855931,8
B,0.45302305052131864,9
A,0.5085019314887823,3
B,0.4169929876611652,3
A,0.4943841624348061,9
A,0.809689772702363,0
A,0.6130811339717693,6
A,0.041106441384593406,9
A,0.5009074215111875,9
A,0.7180406003772694,0
A,0.3568919805949815,6
A,0.48273889555447136,8
B,0.2765717519626657,3
A,0.6547523549741032,1
C,0.2842771239244851,7
A,0.49246921770480123,1
A,0.9598516882456284,8
A,0.9276665740223635,0
A,0.2629615411852989,0
A,0.39464924856784245,2
A,0.5292019125052813,7
B,0.21181486090959178,9
A,0.3907931536549353,4
A,0.594392249765418,7
A,0.43449367103577274,0
D,0.8152437501387758,3
D,0.6697299168169253,8
A,0.3588229022187279,1
A,0.08513614772732514,1
B,0.09285439029231057,6
A,0.7010343089276745,8
A,0.7476911154854288,3
D,0.4277879011669522,1
A,0.6338195765795276,0
A,0.07934854125712176,6
A,0.3067738123496304,6
B,0.8226615609176758,5
D,0.03308683866275619,5
A,0.4571654519596182,7
D,0.9815889484163106,9
C,0.5890289570231118,3
B,0.20051212369547533,3
B,0.3245878358654526,0
A,0.9123544710039566,8
A,0.6806412652964455,5
A,0.21158968338464335,7
B,0.4015807554814298,6
D,0.9658976294214133,1
B,0.14405348943958218,6
A,0.5886056286644941,6
A,0.8313131361618392,5
A,0.4156396999985543,9
B,0.6863603946970602,0
A,0.5353781720354092,1
A,0.01978021541085284,4
A,0.29369469952899496,3
A,0.8326362799038994,3
A,0.1806171286223014,3
A,0.6539106130450251,2
A,0.16548685359601034,4
A,0.4181272827158298,2
C,0.30463217239945883,7
B,0.18353971316440632,6
A,0.9184464762957878,6
D,0.30306365747579733,3
D,0.5635457958960137,4
B,0.6784348325356188,4
D,0.9189231604828925,1
A,0.27044536900979177,2
B,0.21415190217145397,7
A,0.2106884324367937,5
A,0.635221435696356,7
A,0.4096144468246654,0
B,0.42237257517052407,4
C,0.9696052083510245,1
A,0.6548210807784522,3
A,0.6084402549311628,0
A,0.4842107478629216,4
A,0.349934744857585,6
A,0.9981532851826793,0
B,0.1978374459884139,5
A,0.8250676521925762,0
A,0.9582698333291733,3
C,0.8983218412508058,5
A,0.39118787837915836,8
B,0.5702234538706898,8
B,0.8600553183998293,5
A,0.09736938597674905,5
C,0.3827576846618427,9
A,0.7250333463766818,0
A,0.8483104320731023,7
A,0.08452881016881442,2
B,0.3371043445569103,7
A,0.23069707899093206,3
A,0.4336950965495344,6
A,0.49067415931185443,6
D,0.6781117025135829,6
A,0.5507393949240038,5
B,0.4416860692308895,5
A,0.9670033744797082,1
A,0.55376572177558,7
A,0.45065417364936244,5
C,0.4027487372593844,1
B,0.4760235361519626,8
A,0.9241728046408727,8
B,0.4922589338154483,3
C,0.452739890884968,0
A,0.48157360956670137,0
A,0.9372241009539025,3
A,0.3682978045175519,9
C,0.2337633612251626,5
B,0.7819877685387867,7
A,0.6879127874268727,9
C,0.8827732258916893,0
A,0.5560152993176617,4
A,0.42776170407544456,1
A,0.5989721076490384,0
A,0.8536384861943147,2
C,0.08226025319083574,5
C,0.8482590185935039,2
D,0.8185819701962684,6
A,0.7862442085058554,1
B,0.21652575340184388,4
C,0.5473900080517126,7
A,0.7186478697230286,0
A,0.9597229454984131,6
A,0.6076913015729827,5
D,0.11913500385339904,3
C,0.5836256796099274,0
A,0.1077435609470132,9
A,0.610446803207252,5
B,0.5122817659200017,6
A,0.24143101529454258,6
C,0.3116673640005546,6
C,0.39003312271666846,0
A,0.5209897575454776,7
A,0.92876171524693,9
C,0.5326815408196082,9
C,0.6239080659408806,0
A,0.33346707063049486,7
A,0.02996628483350605,4
C,0.247885955238779,0
A,0.7208705998952776,5
B,0.3850453250816138,7
A,0.9104535392474176,7
A,0.19001434675550366,3
A,0.19609474655090342,1
B,0.28259406684693733,7
D,0.8671972489286857,5
D,0.5234241545842743,3
D,0.46625526065899503,9
B,0.519669192058368,9
A,0.4801218693852961,8
A,0.19227296166423657,6
D,0.6567067178033438,9
A,0.03970091287207933,9
A,0.7796045301612647,8
C,0.22326094020045995,2
D,0.635089634615655,5
D,0.6004592205339839,8
C,0.5598502196691166,6
B,0.4049820998300362,0
A,0.8358143456511475,6
A,0.7639897960572234,2
A,0.2993117939838571,8
B,0.12637419432403008,0
B,0.42714166000976805,9
A,0.04629939538552841,9
D,0.41473398071876166,7
A,0.7278740436251998,7
B,0.509099015049444,3
A,0.10213327466611566,4
A,0.5687557720512327,3
A,0.786572364938354,7
A,0.4019407043669696,3
B,0.89629491802055,8
C,0.07712777596277542,0
A,0.819920762201739,6
C,0.8694028623762736,7
A,0.9457103923562049,3
A,0.0022891245288670925,6
B,0.7850497490572294,5
C,0.641108750101079,5
A,0.7174434493532481,9
A,0.3595328732900913,7
B,0.23855270658440741,5
A,0.7196329456763018,2
A,0.8727496792338119,9
A,0.5605732015928966,0
B,0.5868359536939682,4
A,0.951528503224449,9
B,0.5813216127043362,3
B,0.32242984645877804,5
C,0.2000837744955134,6
B,0.15659666150434848,9
D,0.5168268322291922,8
A,0.7645392045085556,6
B,0.9503556151904639,2
A,0.5460023468513241,0
B,0.5330921656676684,1
A,0.5812281535544729,4
C,0.9207131511921383,7
C,0.9644862761994166,1
A,0.24693828403607176,5
D,0.7513715865135884,8
D,0.24775201543711467,6
B,0.9879803172320493,1
A,0.28097190986341736,3
A,0.8923968103189824,7
A,0.7853358027832474,6
A,0.6158676604386167,1
B,0.21908175861742862,6
C,0.9303170567959111,5
C,0.24709880175242804,6
A,0.4024385845972731,0
A,0.8956880992120898,9
B,0.9370704079323086,3
A,0.445460139904727,4
B,0.6943401824702358,7
D,0.7715876864017879,0
C,0.8604015918757689,2
D,0.9460720265887622,6
B,0.9700516286906491,6
A,0.503837420450711,6
A,0.09881563597287712,6
A,0.9706100934646524,4
A,0.37908778249694064,5
B,0.8126935494730521,8
B,0.6978118181049024,2
B,0.17853900332648642,6
C,0.6173870935204784,2
B,0.742463793777803,5
A,0.9224435259149133,2
B,0.24592135157636474,4
A,0.47135617410439845,9
A,0.5539657338465634,7
B,0.12036303554240901,7
A,0.31347810425356637,4
